nid,jid,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1391471,2927,Africk,Lance,M., ,,,1951,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,George W. Bush,Republican,,,Well Qualified,LAED0405, ,,1/23/02,1/23/02,3/19/02,Reported (favorably),4/11/02,Roll Call, 97/0,4/17/02,4/17/02,,,,,10/1/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the Eastern District of Louisiana, 1990-2002",,,,University of North Carolina,B.A.,1973,University of North Carolina School of Law,J.D.,1975,,,,,,,,,,"Law clerk, Hon. James Gulotta, Louisiana Court of Appeal, Fourth Judicial Circuit, 1975-1976; Private practice, Louisiana, 1976-1977, 1980-1982; Director, Career Criminal Bureau, Orleans Parish [Louisiana] District Attorney's Office, 1977-1980; Assistant U.S. attorney, Eastern District of Louisiana, 1982-1990; Instructor, University of New Orleans, 1986-",
1392706,3174,Agee,G.,Steven, ,,,1952,Roanoke,VA,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA41402, ,,3/13/08,3/13/08,5/1/08,Reported (favorably),5/15/08,Roll Call, 96/0,5/20/08,7/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgewater College,B.A.,1974,University of Virginia School of Law,J.D.,1977,New York University School of Law,LL.M.,1978,,,,,,,"U.S. Army Reserve, 1986-1997; Private practice, Roanoke, Virginia, 1977-2000; State delegate, Virginia, 1982-1994; Judge, Court of Appeals of Virginia, 2001-2003; Justice, Supreme Court of Virginia, 2003-2008",
1377046,15,Aguilar,Robert,Peter, ,4,15,1931,Madera,CA,12,2,2020, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Northern District of California,Judge,Jimmy Carter,Democratic,,,Qualified,CAND1501,92 Stat. 1629,,4/3/80,4/15/80,5/15/80,Reported (favorably),6/17/80,Voice,  ,6/18/80,6/18/80,,,,,4/15/96,Retirement,6/24/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",B.A.,1954,"University of California, Berkeley, School of Law",J.D.,1958,,,,,,,,,,"Private practice, San Jose, California, 1960-1979; Judge, Superior Court of California, County of Santa Clara, 1979-1980",
1390586,2750,Aiken,Ann,L., ,,,1951,Salem,OR,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of Oregon,Judge,William J. Clinton,Democratic,,,Qualified,ORD0402, ,,1/7/97,1/7/97,10/28/97,Reported (favorably),11/6/97,Roll Call, 67/30,1/28/98,2/4/98,2009,2016,,,12/29/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oregon,B.S.,1974,Rutgers University,M.A.,1976,University of Oregon School of Law,J.D.,1979,,,,,,,"Law clerk, Hon. Edwin Allen, Oregon Circuit Court, Lane County, 1979-1980; Private practice, Oregon, 1980-1982, 1983-1988; Fundraiser/field staff, Kulongoski for Governor, Oregon, 1982; Chief clerk, Oregon House of Representatives, 1982-1983; Judge, Oregon District Court, Lane County, 1988-1992; Judge, Oregon Circuit Court, Lane County, 1992-1997","Nominated to U.S. District Court for the District of Oregon, November 27, 1995; no Senate vote"
1377051,16,Ainsworth,Robert,Andrew,Jr.,5,10,1910,Gulfport,MS,12,22,1981, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,John F. Kennedy,Democratic,,,,LAED0601,75 Stat. 80,,9/14/61,9/14/61,9/19/61,Reported (favorably),9/20/61,Voice,  ,9/21/61,9/22/61,,,,,,Appointment to Another Judicial Position,8/31/66,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Lyndon B. Johnson,Democratic,,,Exceptionally Well Qualified,CA51101,80 Stat. 75,,6/28/66,6/28/66,7/20/66,Reported (favorably),7/21/66,Voice,  ,7/22/66,7/22/66,,,,,,Death,12/22/81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola University New Orleans School of Law,LL.B.,1932,,,,,,,,,,,,,"Private practice, New Orleans, Louisiana, 1932-1961; U.S. Navy lieutenant, 1944; State senator, Louisiana, 1952-1961; president pro tem, 1952-1956, 1960-1961",
1377056,17,Akerman,Alexander, , ,10,9,1869,Elberton,GA,8,21,1948, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Calvin Coolidge,Republican,,,,FLSD0301,45 Stat. 1081,,1/19/29,1/19/29,,Reported (favorably),2/15/29,Voice,  ,2/15/29,2/15/29,,,,,10/8/39,Death,8/21/48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Referee in Bankruptcy, Southern District of Georgia, 1898",,,,Read law,,1892,,,,,,,,,,,,,"Private practice, Cartersville, Georgia, 1892-; Assistant U.S. attorney, Southern District of Georgia, 1901-1912; U.S. attorney for the Southern District of Georgia, 1912-1914; Private practice, Kissimmee, Florida, 1914-1920; Private practice, Orlando, Florida, 1920-1929",
1377061,18,Alaimo,Anthony,A., ,3,29,1920,"Termini, Sicily",Italy,12,30,2009,Brunswick,GA,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Richard M. Nixon,Republican,,,Qualified,GASD0301,84 Stat. 294,,11/29/71,11/29/71,12/2/71,Reported (favorably),12/2/71,Voice,  ,12/2/71,12/9/71,1976,1990,,,7/1/91,Death,12/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio Northern University,B.A.,1940,Emory University School of Law,J.D.,1948,,,,,,,,,,"U.S. Army second lieutenant pilot, Air Corps, 1941-1945; Private practice, Atlanta, Georgia, 1948-1957; Private practice, Brunswick, Georgia, 1957-1971; Member, Judicial Conference of the United States, 1990-1993",
1377066,19,Alarcón,Arthur,Lawrence, ,8,14,1925,Los Angeles,CA,1,28,2015,Pacific Palisades,CA,Male,Hispanic,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA91901,92 Stat. 1629,,8/28/79,9/5/79,10/3/79,Reported (favorably),10/30/79,Voice,  ,10/31/79,11/2/79,,,,,11/21/92,Death,1/28/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Southern California,B.A.,1949,University of Southern California Law School (now Gould School of Law),LL.B.,1951,,,,,,,,,,"U.S. Army staff sergeant, 1943-1946; Deputy district attorney, Los Angeles County, California, 1952-1961; Office of Gov. Edmund G. Brown, California, 1961-1964; legal advisor and clemency and extradition secretary, 1961-1962; executive assistant, 1962-1964; Chairman of parole board, California, 1964; Judge, Superior Court of California, County of Los Angeles, 1964-1978; Associate justice, California Court of Appeal, Second District, 1978-1979; Adjunct professor, Southwestern University School of Law, 1985-; Adjunct professor, Loyola Marymount School of Law, 1993, 1994",
5198506,5198506,Albright,Alan,D,,,,1959,Dauphin,PA,,,,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXWD0702,,,1/24/18,1/24/18,4/25/18,Reported (favorably),5/24/18,Voice,,9/6/18,9/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 1992-1999",,,,"Trinity University, San Antonio, Texas",B.A.,1981,University of Texas School of Law,J.D.,1984,,,,,,,,,,"Law clerk, Hon. James R. Nowlin, U.S. District Court for the Western District of Texas, 1984-1986; Private practice, Austin, Texas, 1986-1992, 1999-2018",
1377071,20,Albritton,William,Harold,III,,,1936,Andalusia,AL,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Middle District of Alabama,Judge,George H.W. Bush,Republican,,,Well Qualified,ALMD0303, ,,3/11/91,3/11/91,4/24/91,Reported (favorably),5/9/91,Voice,  ,5/9/91,5/14/91,1998,2004,,,5/17/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Alabama,B.A.,1959,University of Alabama School of Law,LL.B.,1960,,,,,,,,,,"U.S. Army captain, JAG Corps, 1960-1962; U.S. Army Reserve, 1962-1968; Private practice, Andalusia, Alabama, 1962-1991",
1377076,21,Aldisert,Ruggero,John, ,11,10,1919,Carnegie,PA,12,28,2014,Santa Barbara,CA,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,CA30703, ,,7/17/68,7/17/68,7/29/68,Reported (favorably),7/29/68,Voice,  ,7/29/68,7/29/68,1984,1986,,,12/31/86,Death,12/28/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pittsburgh,B.A.,1941,University of Pittsburgh School of Law,J.D.,1947,,,,,,,,,,"U.S. Marine Corps major, 1942-1946; Private practice, Pittsburgh, Pennsylvania, 1947-1961; Judge, Court of Common Pleas of Allegheny County [Pennsylvania], 1961-1968; Adjunct professor, University of Pittsburgh School of Law, 1963-1986; Board member, Federal Judicial Center, 1972-1979; Member, Judicial Conference of the United States, 1984-1986",
1377081,22,Aldrich,Ann, , ,6,28,1927,Providence,RI,5,2,2010,Cleveland,OH,Female,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Jimmy Carter,Democratic,,,Qualified,OHND1201,92 Stat. 1629,,3/28/80,3/28/80,4/21/80,Reported (favorably),5/20/80,Voice,  ,5/21/80,5/24/80,,,,,5/12/95,Death,5/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1948,New York University School of Law,LL.B.,1950,"University of Geneva, Switzerland, Institut des Hautes Etudes Internationale",,1951,New York University School of Law,LL.M.,1964,New York University School of Law,J.S.D.,1967,"Attorney, general counsel's staff, International Bank for Reconstruction and Development, Washington, D.C., 1951-1952; Research assistant, Prof. Edmond N. Cahn, New York University Law School, 1952-1953; Research assistant, Hon. Arthur T. Vanderbilt, Supreme Court of New Jersey, 1952-1953; Private practice, Washington, D.C., 1952-1953; Civilian attorney, Subic Bay Naval Station, Philippines, 1954-1956; Attorney, general counsel's staff, Federal Communications Commission, 1953-1960; Private practice, Darien, Connecticut, 1961-1968; Professor of law, Cleveland State University, 1968-1980",
1377086,23,Aldrich,Bailey, , ,4,23,1907,Boston,MA,9,25,2002,Cambridge,MA,Male,White,U.S. District Court,U.S. District Court for the District of Massachusetts,Judge,Dwight D. Eisenhower,Republican,,,,MAD0501,68 Stat. 8,,4/1/54,4/1/54,4/15/54,Reported (favorably),4/22/54,Voice,  ,4/23/54,4/27/54,,,,,,Appointment to Another Judicial Position,9/15/59,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Dwight D. Eisenhower,Republican,,,,CA10104, ,,2/26/59,2/26/59,5/4/59,Reported (favorably),9/8/59,Voice,  ,9/9/59,9/10/59,1965,1972,,,8/31/72,Death,9/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,1928,Harvard Law School,LL.B.,1932,,,,,,,,,,"Private practice, Boston, Massachusetts, 1932-1954; Member, Judicial Conference of the United States, 1965-1972",
1377091,24,Aldrich,Edgar, , ,2,5,1848,Pittsburg,NH,9,15,1921,Littleton,NH,Male,White,U.S. District Court,U.S. District Court for the District of New Hampshire,Judge,Benjamin Harrison,Republican,,,,NHD0106, ,,1891-02-16,1891-02-16,,Reported (favorably),1891-02-20,Voice,  ,1891-02-20,1891-02-20,,,,,,Death,9/15/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law,,1866,University of Michigan Law School,LL.B.,1868,,,,,,,,,,"Private practice, Colebrook, New Hampshire, 1868-1881; Solicitor, Coos County, New Hampshire, 1872-1879; Private practice, Littleton, New Hampshire, 1881-1889; State representative, New Hampshire, 1884-1885",
1377096,25,Alesia,James,Henry, ,7,16,1934,Chicago,IL,7,24,2003,Chicago,IL,Male,White,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Ronald Reagan,Republican,,,Qualified,ILND0405, ,,2/2/87,2/2/87,4/28/87,Reported (favorably),5/19/87,Voice,  ,5/19/87,5/20/87,,,,,2/1/98,Death,7/24/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola University Chicago,B.S.,1956,Chicago-Kent College of Law,J.D.,1960,,,,,,,,,,"Private practice, Chicago Heights, Illinois, 1960-1963; Attorney, Chicago & North Western Transportation Company, 1963-1970; Private practice, Minneapolis, Minnesota, 1970-1971; Assistant U.S. attorney, Northern District of Illinois, 1971-1973; Trial counsel, The Chessie System, 1973; Administrative law judge, U.S. Department of Health and Human Services, Social Security Administration, 1973-1980; Administrative law judge, U.S. Occupational Safety and Health Review Commission, 1980-1982; Private practice, Chicago, Illinois, 1982-1987",
13761646,13761646,Alexakis,Georgia,Nick,,,,1978,Chicago,IL,,,,,,Female,White,U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Joseph R. Biden,Democratic,,,Well Qualified,ILND0113,,,2/27/24,2/27/24,3/20/24,Reported (favorably),4/18/24,Roll Call, 54/44,5/1/24,8/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,2000,Northwestern University School of Law (now Pritzker School of Law),J.D.,2006,,,,,,,,,,"Law clerk, Hon. Marsha S. Berzon, U.S. Court of Appeals for the Ninth Circuit, 2006-2007; Law clerk, Hon. Milton I. Shadur, U.S. District Court for the Northern District of Illinois, 2007-2008; Private practice, Chicago, Illinois, 2008-2012, 2021-2022; Assistant U.S. attorney, Northern District of Illinois, 2013-2021, 2022-2024; civil rights and hate crimes program coordinator, 2019-2021; deputy chief of appeals, Criminal Division, 2019-2021; chief of appeals, Criminal Division, 2022-2024",
13761895,13761895,Ali,Amir,Hatem Mahdy,,,,1985,"Kingston, Ontario",Canada,,,,,,Male,Middle Eastern/North African,U.S. District Court,U.S. District Court for the District of Columbia,Judge,Joseph R. Biden,Democratic,,,Well Qualified,DCD1206,,,2/1/24,2/1/24,2/8/24,Reported (favorably),3/7/24,Roll Call, 50/49,11/20/24,11/22/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Waterloo,B.S.E.,2008,Harvard Law School,J.D.,2011,,,,,,,,,,"Law clerk, Hon. Raymond C. Fisher, U.S. Court of Appeals for the Ninth Circuit, 2011-2012; Law clerk, Hon. Marshall Rothstein, Supreme Court of Canada, 2012-2013; Private practice, Washington, D.C., 2013-2017; Roderick and Solange MacArthur Justice Center, Washington, D.C., 2017-2024;   Supreme Court and appellate counsel, 2017-2020;   Director, Washington, D.C. office, 2020-2021;   Deputy director, Supreme Court and appellate program, 2020-2021;   Executive director, 2021-2023;   President and executive director, 2023-2024; Adjunct professor, Georgetown University Law Center, 2018; Lecturer and clinical co-director, Harvard Law School, 2018-; Adjunct professor, University of the District of Columbia David A. Clarke School of Law, 2023-",
13761396,13761396,AliKhan,Loren,Linn,,,,1983,Baltimore County,MD,,,,,,Female,Asian American,U.S. District Court,U.S. District Court for the District of Columbia,Judge,Joseph R. Biden,Democratic,,,Well Qualified,DCD1007,,,5/4/23,5/4/23,6/7/23,Reported (favorably),7/13/23,Roll Call, 51/50,12/5/23,12/13/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, District of Columbia Court of Appeals, 2022-2023",,,,Bard College at Simon’s Rock,A.A.,2001,Bard College at Simon’s Rock,B.A.,2003,Georgetown University Law Center,J.D.,2006,,,,,,,"Law clerk, Hon. Louis H. Pollak, U.S. District Court for the Eastern District of Pennsylvania, 2006-2007; Law clerk, Hon. Thomas L. Ambro, U.S. Court of Appeals for the Third Circuit, 2007-2008; Bristow Fellow, U.S. Department of Justice, 2008-2009; Temple Bar Scholar, American Inns of Court Foundation, Alexandria, Virginia, 2009; Private practice, Washington, D.C., 2010-2013; Office of the Solicitor General, District of Columbia, 2013-2018; deputy solicitor general, 2013-2017; acting solicitor general, 2017-2018; Solicitor general, District of Columbia, 2018-2022",
1377101,26,Alito,Samuel,A.,Jr.,,,1950,Trenton,NJ,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA30505, ,,2/20/90,2/20/90,4/5/90,Reported (favorably),4/26/90,Voice,  ,4/27/90,4/30/90,,,,,,Appointment to Another Judicial Position,1/31/06,Supreme Court,Supreme Court of the United States,Associate Justice,George W. Bush,Republican,,,Well Qualified,SCT0911, ,,11/10/05,11/10/05,1/13/06,Reported (favorably),1/24/06,Roll Call, 58/42,1/31/06,1/31/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,A.B.,1972,Yale Law School,J.D.,1975,,,,,,,,,,"Law clerk, Hon. Leonard I. Garth, U.S. Court of Appeals for the Third Circuit, 1976-1977; Assistant U.S. attorney, District of New Jersey, 1977-1981; Assistant to the solicitor general, U.S. Department of Justice, 1981-1985; Deputy assistant attorney general, U.S. Department of Justice, 1985-1987; U.S. attorney for the District of New Jersey, 1987-1990",
13761626,13761626,Allen,Ann,Marie McIff,,,,1972,Richfield,UT,,,,,,Female,White,U.S. District Court,U.S. District Court for the District of Utah,Judge,Joseph R. Biden,Democratic,,,Well Qualified,UTD0304,,,1/10/24,1/10/24,1/24/24,Reported (favorably),2/29/24,Roll Call, 100/0,4/10/24,4/12/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brigham Young University,B.A.,1994,"Brigham Young University, J. Reuben Clark Law School",J.D.,1997,,,,,,,,,,"Adjunct instructor, Brigham Young University J. Reuben Clark Law School, 1997-1998; Adjunct instructor, Utah Valley State College (now Utah Valley University), 1999-2001; Private practice, Cedar City, Utah, 2001-2007, 2013-2016; Deputy county attorney, Iron County, Utah, 2007-2013; Adjunct instructor, Southern Utah University, 2014-ca. 2016; Deputy county attorney, Garfield County, Utah, 2014-2020; Southern Utah University, 2016-2020; special counsel and director of ethics and compliance, 2016-2017; general counsel, 2018-2020; Judge, Utah District Court, Fifth District, 2020-2024;",
1393701,3373,Allen,Arenda,Lauretta Wright, ,,,1960,Philadelphia,PA,,,, , ,Female,African American,U.S. District Court,U.S. District Court for the Eastern District of Virginia,Judge,Barack Obama,Democratic,,,Qualified,VAED0504, ,,1/5/11,1/5/11,2/16/11,Reported (favorably),3/10/11,Roll Call, 96/0,5/11/11,5/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutztown State College (now Kutztown University of Pennsylvania),B.A.,1982,North Carolina Central University School of Law,J.D.,1985,,,,,,,,,,"U.S. Navy, JAG Corps, 1985-1990; Assistant U.S. attorney, Western District of Virginia, 1990-1991; Assistant U.S. attorney, Eastern District of Virginia, 1991-2005; U.S. Naval Reserve, JAG Corps, 1992-2005; Assistant federal public defender, Eastern District of Virginia, 2005-2011; supervisory assistant federal public defender, 2006-2011","Nominated to U.S. District Court for the Eastern District of Virginia, December 1, 2010; no Senate vote"
